,AC,Reserved,General,Female,Male
747,2_S05A2P2_parsed.csv,63,303,168,190
748,37_S05A37P17_parsed.csv,70,523,296,288
749,27_S05A27P38_parsed.csv,133,772,453,444
750,33_S05A33P1_parsed.csv,49,438,264,221
751,11_S05A11P24_parsed.csv,60,782,465,374
752,12_S05A12P29_parsed.csv,53,512,293,264
753,33_S05A33P30_parsed.csv,65,819,426,451
754,40_S05A40P33_parsed.csv,127,605,399,322
755,23_S05A23P2_parsed.csv,61,642,353,348
756,13_S05A13P16_parsed.csv,93,488,312,269
757,40_S05A40P3_parsed.csv,157,652,411,386
758,24_S05A24P14_parsed.csv,147,812,458,472
759,25_S05A25P31_parsed.csv,110,654,394,360
760,40_S05A40P15_parsed.csv,68,456,257,254
761,33_S05A33P26_parsed.csv,43,728,389,372
762,21_S05A21P26_parsed.csv,62,417,232,243
763,23_S05A23P35_parsed.csv,86,666,380,365
764,31_S05A31P15_parsed.csv,107,949,496,558
765,2_S05A2P8_parsed.csv,50,374,207,211
766,32_S05A32P28_parsed.csv,114,656,398,366
767,6_S05A6P30_parsed.csv,94,695,415,372
768,30_S05A30P6_parsed.csv,100,845,463,474
769,16_S05A16P43_parsed.csv,36,507,269,273
770,4_S05A4P38_parsed.csv,57,452,265,236
771,39_S05A39P12_parsed.csv,88,750,427,396
772,18_S05A18P19_parsed.csv,85,452,256,281
773,7_S05A7P36_parsed.csv,46,440,237,243
774,21_S05A21P8_parsed.csv,48,831,419,455
775,5_S05A5P6_parsed.csv,68,512,286,283
776,30_S05A30P1_parsed.csv,84,683,401,362
777,37_S05A37P34_parsed.csv,89,556,322,310
778,21_S05A21P15_parsed.csv,49,589,315,318
779,13_S05A13P30_parsed.csv,82,545,321,300
780,11_S05A11P2_parsed.csv,33,325,190,163
781,13_S05A13P34_parsed.csv,70,617,402,280
782,5_S05A5P17_parsed.csv,94,642,400,330
783,1_S05A1P4_parsed.csv,95,524,295,321
784,17_S05A17P43_parsed.csv,15,323,162,174
