,AC,Reserved,General,Female,Male
11196,AC12_U05A12P176_parsed.csv,182,992,524,625
11197,AC25_U05A25P17_parsed.csv,70,941,494,514
11198,AC43_U05A43P93_parsed.csv,45,416,196,264
11199,AC48_U05A48P42_parsed.csv,124,636,385,373
11200,AC63_U05A63P17_parsed.csv,157,870,503,515
11201,AC30_U05A30P158_parsed.csv,199,1000,467,718
11202,AC51_U05A51P65_parsed.csv,114,1094,571,629
11203,AC66_U05A66P28_parsed.csv,110,992,528,568
11204,AC60_U05A60P25_parsed.csv,57,814,420,449
11205,AC34_U05A34P32_parsed.csv,130,1204,626,701
11206,AC51_U05A51P110_parsed.csv,143,1196,579,740
11207,AC62_U05A62P169_parsed.csv,117,846,454,504
11208,AC33_U05A33P18_parsed.csv,205,928,435,678
11209,AC44_U05A44P13_parsed.csv,128,830,453,491
11210,AC14_U05A14P90_parsed.csv,181,1026,539,662
11211,AC4_U05A4P129_parsed.csv,182,1206,687,681
11212,AC54_U05A54P131_parsed.csv,138,1246,634,742
11213,AC54_U05A54P73_parsed.csv,107,868,444,529
11214,AC30_U05A30P151_parsed.csv,202,1138,593,739
11215,AC12_U05A12P101_parsed.csv,151,1036,553,627
11216,AC25_U05A25P3_parsed.csv,92,723,392,420
11217,AC8_U05A8P173_parsed.csv,131,645,352,419
11218,AC48_U05A48P4_parsed.csv,107,722,381,436
11219,AC28_U05A28P141_parsed.csv,138,1150,586,696
11220,AC23_U05A23P163_parsed.csv,93,902,459,533
11221,AC31_U05A31P259_parsed.csv,156,678,404,412
11222,AC54_U05A54P176_parsed.csv,194,1108,485,813
11223,AC3_U05A3P62_parsed.csv,137,735,396,475
11224,AC19_U05A19P130_parsed.csv,74,766,425,410
11225,AC64_U05A64P162_parsed.csv,127,901,465,558
11226,AC69_U05A69P228_parsed.csv,144,1067,536,669
11227,AC29_U05A29P65_parsed.csv,84,997,547,534
11228,AC6_U05A6P48_parsed.csv,66,715,379,396
11229,AC22_U05A22P59_parsed.csv,107,869,461,510
11230,AC10_U05A10P106_parsed.csv,127,683,359,446
11231,AC16_U05A16P87_parsed.csv,199,1180,626,743
11232,AC26_U05A26P124_parsed.csv,67,597,326,338
11233,AC62_U05A62P78_parsed.csv,94,772,417,448
11234,AC5_U05A5P112_parsed.csv,105,817,450,470
11235,AC20_U05A20P30_parsed.csv,98,937,507,523
11236,AC54_U05A54P28_parsed.csv,97,1162,555,698
11237,AC39_U05A39P20_parsed.csv,133,701,421,408
11238,AC39_U05A39P169_parsed.csv,162,669,289,541
11239,AC8_U05A8P66_parsed.csv,158,946,525,570
11240,AC67_U05A67P118_parsed.csv,169,940,535,564
11241,AC37_U05A37P213_parsed.csv,92,610,293,352
11242,AC5_U05A5P205_parsed.csv,211,1125,546,777
11243,AC25_U05A25P4_parsed.csv,116,848,462,500
11244,AC34_U05A34P163_parsed.csv,177,1080,576,671
11245,AC70_U05A70P133_parsed.csv,143,1159,601,701
11246,AC54_U05A54P102_parsed.csv,84,1245,582,742
11247,AC44_U05A44P88_parsed.csv,123,884,490,514
11248,AC51_U05A51P31_parsed.csv,162,954,494,617
11249,AC1_U05A1P198_parsed.csv,165,834,443,552
11250,AC53_U05A53P46_parsed.csv,192,731,365,556
11251,AC24_U05A24P10_parsed.csv,195,911,383,718
11252,AC47_U05A47P32_parsed.csv,100,592,351,336
11253,AC37_U05A37P134_parsed.csv,259,1025,555,694
11254,AC54_U05A54P115_parsed.csv,101,1118,534,680
11255,AC2_U05A2P40_parsed.csv,202,1117,599,716
11256,AC33_U05A33P16_parsed.csv,142,985,526,596
11257,AC34_U05A34P358_parsed.csv,130,929,501,549
11258,AC50_U05A50P47_parsed.csv,254,1154,496,911
11259,AC51_U05A51P135_parsed.csv,180,1034,522,691
11260,AC39_U05A39P17_parsed.csv,125,765,374,511
11261,AC50_U05A50P87_parsed.csv,65,632,324,369
11262,AC54_U05A54P194_parsed.csv,205,1246,622,814
11263,AC47_U05A47P129_parsed.csv,177,1186,596,760
11264,AC9_U05A9P32_parsed.csv,139,938,415,649
11265,AC56_U05A56P24_parsed.csv,165,940,526,575
11266,AC47_U05A47P174_parsed.csv,168,832,463,533
11267,AC69_U05A69P59_parsed.csv,109,728,348,487
11268,AC31_U05A31P246_parsed.csv,215,1060,553,710
11269,AC7_U05A7P62_parsed.csv,142,781,425,492
11270,AC20_U05A20P27_parsed.csv,81,980,508,543
11271,AC27_U05A27P160_parsed.csv,47,687,381,349
11272,AC2_U05A2P90_parsed.csv,222,1058,520,758
11273,AC2_U05A2P280_parsed.csv,89,879,436,527
11274,AC60_U05A60P40_parsed.csv,110,917,478,542
11275,AC38_U05A38P104_parsed.csv,277,1143,579,837
11276,AC67_U05A67P45_parsed.csv,74,650,344,373
11277,AC22_U05A22P60_parsed.csv,71,718,366,417
11278,AC1_U05A1P69_parsed.csv,120,874,465,524
11279,AC66_U05A66P65_parsed.csv,165,921,475,607
11280,AC67_U05A67P31_parsed.csv,189,1125,593,709
11281,AC48_U05A48P107_parsed.csv,193,969,513,644
11282,AC47_U05A47P18_parsed.csv,88,762,383,455
11283,AC4_U05A4P77_parsed.csv,94,1162,612,643
11284,AC23_U05A23P44_parsed.csv,142,818,434,525
11285,AC12_U05A12P19_parsed.csv,114,1074,584,603
11286,AC35_U05A35P210_parsed.csv,173,1026,552,644
11287,AC31_U05A31P97_parsed.csv,155,848,450,547
11288,AC4_U05A4P144_parsed.csv,111,837,447,500
11289,AC39_U05A39P47_parsed.csv,96,1178,640,628
11290,AC61_U05A61P72_parsed.csv,151,987,472,660
11291,AC56_U05A56P44_parsed.csv,214,1128,614,718
11292,AC2_U05A2P237_parsed.csv,107,697,359,439
11293,AC48_U05A48P34_parsed.csv,95,729,387,431
11294,AC21_U05A21P96_parsed.csv,95,983,534,534
11295,AC23_U05A23P169_parsed.csv,105,723,370,448
11296,AC40_U05A40P14_parsed.csv,172,881,485,561
11297,AC1_U05A1P19_parsed.csv,109,603,315,378
11298,AC4_U05A4P106_parsed.csv,137,921,481,549
11299,AC60_U05A60P77_parsed.csv,106,1166,636,634
11300,AC19_U05A19P78_parsed.csv,84,1160,601,640
11301,AC40_U05A40P19_parsed.csv,130,847,449,521
11302,AC53_U05A53P160_parsed.csv,217,1085,536,760
11303,AC17_U05A17P109_parsed.csv,106,658,241,521
11304,AC50_U05A50P46_parsed.csv,78,990,490,574
11305,AC66_U05A66P66_parsed.csv,70,827,399,492
11306,AC26_U05A26P153_parsed.csv,159,978,532,599
11307,AC54_U05A54P104_parsed.csv,99,1015,503,601
11308,AC1_U05A1P199_parsed.csv,122,643,348,410
11309,AC53_U05A53P70_parsed.csv,171,1015,474,708
11310,AC1_U05A1P277_parsed.csv,147,908,488,554
11311,AC53_U05A53P182_parsed.csv,116,678,328,459
11312,AC68_U05A68P95_parsed.csv,205,1042,565,680
11313,AC7_U05A7P64_parsed.csv,94,617,319,385
11314,AC32_U05A32P144_parsed.csv,138,801,445,484
11315,AC47_U05A47P126_parsed.csv,180,1025,512,687
11316,AC50_U05A50P141_parsed.csv,88,835,472,448
11317,AC58_U05A58P172_parsed.csv,212,1052,474,785
11318,AC40_U05A40P84_parsed.csv,108,701,369,436
11319,AC33_U05A33P67_parsed.csv,164,1016,553,621
11320,AC69_U05A69P145_parsed.csv,94,651,364,378
11321,AC35_U05A35P192_parsed.csv,177,939,521,591
11322,AC61_U05A61P67_parsed.csv,125,762,365,518
11323,AC41_U05A41P42_parsed.csv,176,1127,418,883
11324,AC27_U05A27P136_parsed.csv,57,823,414,463
11325,AC60_U05A60P109_parsed.csv,182,1185,623,737
11326,AC32_U05A32P207_parsed.csv,118,786,419,476
11327,AC35_U05A35P44_parsed.csv,126,756,410,471
11328,AC40_U05A40P141_parsed.csv,75,653,342,385
11329,AC46_U05A46P127_parsed.csv,162,835,451,543
11330,AC11_U05A11P10_parsed.csv,115,784,390,484
11331,AC28_U05A28P31_parsed.csv,188,1041,529,692
11332,AC69_U05A69P43_parsed.csv,147,828,447,527
11333,AC64_U05A64P61_parsed.csv,145,1079,587,632
11334,AC18_U05A18P43_parsed.csv,270,954,442,778
11335,AC53_U05A53P9_parsed.csv,140,940,511,554
11336,AC16_U05A16P134_parsed.csv,98,981,496,573
11337,AC47_U05A47P25_parsed.csv,94,723,383,411
11338,AC68_U05A68P137_parsed.csv,97,587,278,405
11339,AC62_U05A62P134_parsed.csv,62,575,308,321
11340,AC59_U05A59P5_parsed.csv,114,990,513,574
11341,AC34_U05A34P361_parsed.csv,200,887,529,557
11342,AC27_U05A27P1_parsed.csv,129,1175,615,685
11343,AC2_U05A2P107_parsed.csv,191,898,470,617
11344,AC66_U05A66P162_parsed.csv,88,558,306,335
11345,AC25_U05A25P80_parsed.csv,24,1064,515,573
11346,AC1_U05A1P28_parsed.csv,69,462,261,268
11347,AC4_U05A4P97_parsed.csv,67,622,311,374
11348,AC34_U05A34P155_parsed.csv,172,904,469,606
11349,AC7_U05A7P317_parsed.csv,141,857,456,541
11350,AC29_U05A29P20_parsed.csv,84,985,481,586
11351,AC70_U05A70P169_parsed.csv,133,1118,574,676
11352,AC66_U05A66P55_parsed.csv,113,1082,539,645
11353,AC4_U05A4P71_parsed.csv,80,784,412,447
